id,product_id,product_name,sku,category,warehouse_id,warehouse_name,quantity_on_hand,average_cost,total_value,last_receipt_date,days_since_last_receipt,turns_per_year,last_updated
1316,PRD-00000073,Measuring Tape 25ft Plus,SKU-00073,Tools,WH-001,Main Distribution Center,53,9.46,501.38000000000005,2025-04-27,407.10727141192183,,2025-06-30
1317,PRD-00000073,Measuring Tape 25ft Plus,SKU-00073,Tools,WH-002,East Coast Hub,175,9.24,1617.0,2025-04-27,407.10727141192183,,2025-06-30
1318,PRD-00000073,Measuring Tape 25ft Plus,SKU-00073,Tools,WH-003,West Coast Center,158,9.83,1553.14,2025-04-27,407.10727141192183,,2025-06-30
1319,PRD-00000074,Level 24 inch Max,SKU-00074,Tools,WH-001,Main Distribution Center,197,22.03,4339.91,2025-05-06,398.10727141192183,,2025-06-30
1320,PRD-00000074,Level 24 inch Max,SKU-00074,Tools,WH-002,East Coast Hub,317,21.45,6799.65,2025-05-06,398.10727141192183,,2025-06-30
1321,PRD-00000075,Screwdriver Set 100pc Lite,SKU-00075,Tools,WH-001,Main Distribution Center,314,24.17,7589.38,2025-02-18,475.10727141192183,,2025-06-30
1322,PRD-00000075,Screwdriver Set 100pc Lite,SKU-00075,Tools,WH-003,West Coast Center,56,26.66,1492.96,2025-02-18,475.10727141192183,,2025-06-30
1323,PRD-00000076,Wrench Set Adjustable Basic,SKU-00076,Tools,WH-001,Main Distribution Center,86,20.78,1787.0800000000002,2025-02-23,470.10727141192183,,2025-06-30
1324,PRD-00000076,Wrench Set Adjustable Basic,SKU-00076,Tools,WH-003,West Coast Center,4,24.06,96.24,2025-02-23,470.10727141192183,,2025-06-30
1325,PRD-00000077,Pliers Set 5-Piece Pro,SKU-00077,Tools,WH-001,Main Distribution Center,290,19.19,5565.1,2025-05-08,396.10727141192183,,2025-06-30
1326,PRD-00000077,Pliers Set 5-Piece Pro,SKU-00077,Tools,WH-002,East Coast Hub,369,20.45,7546.05,2025-05-08,396.10727141192183,,2025-06-30
1327,PRD-00000078,Hammer 16oz Max,SKU-00078,Tools,WH-002,East Coast Hub,56,14.03,785.68,2025-06-12,361.10727141192183,,2025-06-30
1328,PRD-00000078,Hammer 16oz Max,SKU-00078,Tools,WH-003,West Coast Center,125,13.19,1648.75,2025-06-12,361.10727141192183,,2025-06-30
1329,PRD-00000079,Tape Measure Digital XL,SKU-00079,Tools,WH-001,Main Distribution Center,305,14.91,4547.55,2025-04-28,406.10727141192183,,2025-06-30
1330,PRD-00000079,Tape Measure Digital XL,SKU-00079,Tools,WH-003,West Coast Center,196,15.85,3106.6,2025-04-28,406.10727141192183,,2025-06-30
1331,PRD-00000080,Utility Knife Plus,SKU-00080,Tools,WH-001,Main Distribution Center,158,6.18,976.4399999999999,2025-01-03,521.1072714119218,,2025-06-30
1332,PRD-00000080,Utility Knife Plus,SKU-00080,Tools,WH-003,West Coast Center,238,5.78,1375.64,2025-01-03,521.1072714119218,,2025-06-30
1333,PRD-00000081,USB-C Cable Max,SKU-00081,Electronics,WH-001,Main Distribution Center,240,8.47,2032.8000000000002,2025-04-24,410.10727141192183,,2025-06-30
1334,PRD-00000081,USB-C Cable Max,SKU-00081,Electronics,WH-002,East Coast Hub,229,9.06,2074.7400000000002,2025-04-24,410.10727141192183,,2025-06-30
1335,PRD-00000081,USB-C Cable Max,SKU-00081,Electronics,WH-003,West Coast Center,126,8.03,1011.78,2025-04-24,410.10727141192183,,2025-06-30
1336,PRD-00000082,HDMI Cable 6ft HD,SKU-00082,Electronics,WH-001,Main Distribution Center,526,4.78,2514.28,2025-05-17,387.10727141192183,,2025-06-30
1337,PRD-00000082,HDMI Cable 6ft HD,SKU-00082,Electronics,WH-002,East Coast Hub,297,4.89,1452.33,2025-05-17,387.10727141192183,,2025-06-30
1338,PRD-00000082,HDMI Cable 6ft HD,SKU-00082,Electronics,WH-003,West Coast Center,267,4.63,1236.21,2025-05-17,387.10727141192183,,2025-06-30
1339,PRD-00000083,Wireless Mouse XL,SKU-00083,Electronics,WH-002,East Coast Hub,291,16.87,4909.17,2025-04-30,404.10727141192183,,2025-06-30
1340,PRD-00000083,Wireless Mouse XL,SKU-00083,Electronics,WH-003,West Coast Center,280,14.96,4188.8,2025-04-30,404.10727141192183,,2025-06-30
1341,PRD-00000084,Bluetooth Keyboard Pro,SKU-00084,Electronics,WH-001,Main Distribution Center,143,32.46,4641.78,2025-04-12,422.10727141192183,,2025-06-30
1342,PRD-00000084,Bluetooth Keyboard Pro,SKU-00084,Electronics,WH-002,East Coast Hub,61,32.34,1972.7400000000002,2025-04-12,422.10727141192183,,2025-06-30
1343,PRD-00000084,Bluetooth Keyboard Pro,SKU-00084,Electronics,WH-003,West Coast Center,174,31.62,5501.88,2025-04-12,422.10727141192183,,2025-06-30
1344,PRD-00000085,Webcam HD Premium,SKU-00085,Electronics,WH-001,Main Distribution Center,41,42.59,1746.19,2025-02-12,481.10727141192183,,2025-06-30
1345,PRD-00000085,Webcam HD Premium,SKU-00085,Electronics,WH-002,East Coast Hub,151,34.88,5266.88,2025-02-12,481.10727141192183,,2025-06-30
1346,PRD-00000085,Webcam HD Premium,SKU-00085,Electronics,WH-003,West Coast Center,370,42.3,15650.999999999998,2025-02-12,481.10727141192183,,2025-06-30
1347,PRD-00000087,Ethernet Switch 8-Port Max,SKU-00087,Electronics,WH-002,East Coast Hub,60,49.48,2968.7999999999997,2025-05-20,384.10727141192183,,2025-06-30
1348,PRD-00000088,Power Strip 6-Outlet HD,SKU-00088,Electronics,WH-003,West Coast Center,109,13.58,1480.22,2025-06-21,352.10727141192183,,2025-06-30
1349,PRD-00000089,Surge Protector Plus,SKU-00089,Electronics,WH-001,Main Distribution Center,48,14.61,701.28,2025-04-06,428.10727141192183,,2025-06-30
1350,PRD-00000089,Surge Protector Plus,SKU-00089,Electronics,WH-003,West Coast Center,23,16.58,381.34,2025-04-06,428.10727141192183,,2025-06-30
1351,PRD-00000091,A4 Paper Ream XL,SKU-00091,Office Supplies,WH-001,Main Distribution Center,134,4.3,576.1999999999999,2025-05-26,378.10727141192183,,2025-06-30
1352,PRD-00000091,A4 Paper Ream XL,SKU-00091,Office Supplies,WH-002,East Coast Hub,8,4.13,33.04,2025-05-26,378.10727141192183,,2025-06-30
1353,PRD-00000091,A4 Paper Ream XL,SKU-00091,Office Supplies,WH-003,West Coast Center,144,4.33,623.52,2025-05-26,378.10727141192183,,2025-06-30
1354,PRD-00000092,Ballpoint Pens 12-Pack Premium,SKU-00092,Office Supplies,WH-001,Main Distribution Center,335,3.85,1289.75,2025-03-19,446.10727141192183,,2025-06-30
1355,PRD-00000092,Ballpoint Pens 12-Pack Premium,SKU-00092,Office Supplies,WH-002,East Coast Hub,26,3.41,88.66,2025-03-19,446.10727141192183,,2025-06-30
1356,PRD-00000092,Ballpoint Pens 12-Pack Premium,SKU-00092,Office Supplies,WH-003,West Coast Center,219,4.03,882.57,2025-03-19,446.10727141192183,,2025-06-30
1357,PRD-00000093,Sticky Notes 3x3 XL,SKU-00093,Office Supplies,WH-001,Main Distribution Center,181,2.74,495.94000000000005,2025-03-27,438.10727141192183,,2025-06-30
1358,PRD-00000093,Sticky Notes 3x3 XL,SKU-00093,Office Supplies,WH-003,West Coast Center,46,2.92,134.32,2025-03-27,438.10727141192183,,2025-06-30
1359,PRD-00000094,File Folders 100-Pack Basic,SKU-00094,Office Supplies,WH-001,Main Distribution Center,123,8.2,1008.5999999999999,2025-04-12,422.10727141192183,,2025-06-30
1360,PRD-00000094,File Folders 100-Pack Basic,SKU-00094,Office Supplies,WH-002,East Coast Hub,120,8.73,1047.6000000000001,2025-04-12,422.10727141192183,,2025-06-30
1361,PRD-00000094,File Folders 100-Pack Basic,SKU-00094,Office Supplies,WH-003,West Coast Center,261,8.9,2322.9,2025-04-12,422.10727141192183,,2025-06-30
1362,PRD-00000095,Stapler Heavy Duty HD,SKU-00095,Office Supplies,WH-003,West Coast Center,514,16.83,8650.619999999999,2024-07-14,694.1072714119218,,2025-06-30
1363,PRD-00000096,Paper Clips Box Basic,SKU-00096,Office Supplies,WH-001,Main Distribution Center,40,2.0,80.0,2025-03-02,463.10727141192183,,2025-06-30
1364,PRD-00000096,Paper Clips Box Basic,SKU-00096,Office Supplies,WH-003,West Coast Center,312,2.01,627.1199999999999,2025-03-02,463.10727141192183,,2025-06-30
1365,PRD-00000097,Binder Clips Assorted Lite,SKU-00097,Office Supplies,WH-002,East Coast Hub,145,2.45,355.25,2025-06-06,367.10727141192183,,2025-06-30
1366,PRD-00000098,Desk Organizer Premium,SKU-00098,Office Supplies,WH-002,East Coast Hub,40,9.56,382.40000000000003,2025-04-05,429.10727141192183,,2025-06-30
1367,PRD-00000098,Desk Organizer Premium,SKU-00098,Office Supplies,WH-003,West Coast Center,223,9.77,2178.71,2025-04-05,429.10727141192183,,2025-06-30
1368,PRD-00000099,Whiteboard 24x36 HD,SKU-00099,Office Supplies,WH-002,East Coast Hub,75,23.36,1752.0,2024-10-04,612.1072714119218,,2025-06-30
1369,PRD-00000099,Whiteboard 24x36 HD,SKU-00099,Office Supplies,WH-003,West Coast Center,279,25.34,7069.86,2024-10-04,612.1072714119218,,2025-06-30
1370,PRD-00000100,Dry Erase Markers Pro,SKU-00100,Office Supplies,WH-001,Main Distribution Center,280,5.53,1548.4,2025-05-11,393.10727141192183,,2025-06-30
1371,PRD-00000100,Dry Erase Markers Pro,SKU-00100,Office Supplies,WH-002,East Coast Hub,351,5.36,1881.3600000000001,2025-05-11,393.10727141192183,,2025-06-30
1372,PRD-00000101,SSD 500GB HD,SKU-00101,Computer Hardware,WH-001,Main Distribution Center,55,57.32,3152.6,2025-06-11,362.10727141192183,,2025-06-30
1373,PRD-00000101,SSD 500GB HD,SKU-00101,Computer Hardware,WH-002,East Coast Hub,279,51.97,14499.63,2025-06-11,362.10727141192183,,2025-06-30
1374,PRD-00000101,SSD 500GB HD,SKU-00101,Computer Hardware,WH-003,West Coast Center,137,56.95,7802.150000000001,2025-06-11,362.10727141192183,,2025-06-30
1375,PRD-00000102,RAM 16GB DDR4 Pro,SKU-00102,Computer Hardware,WH-001,Main Distribution Center,13,32.1,417.3,2025-04-20,414.10727141192183,,2025-06-30
1376,PRD-00000102,RAM 16GB DDR4 Pro,SKU-00102,Computer Hardware,WH-002,East Coast Hub,74,35.62,2635.8799999999997,2025-04-20,414.10727141192183,,2025-06-30
1377,PRD-00000102,RAM 16GB DDR4 Pro,SKU-00102,Computer Hardware,WH-003,West Coast Center,150,32.12,4818.0,2025-04-20,414.10727141192183,,2025-06-30
1378,PRD-00000103,Mechanical Keyboard Pro,SKU-00103,Computer Hardware,WH-001,Main Distribution Center,599,71.67,42930.33,2025-03-27,438.10727141192183,,2025-06-30
1379,PRD-00000103,Mechanical Keyboard Pro,SKU-00103,Computer Hardware,WH-002,East Coast Hub,5,70.67,353.35,2025-03-27,438.10727141192183,,2025-06-30
1380,PRD-00000104,Monitor 27 inch Pro,SKU-00104,Computer Hardware,WH-002,East Coast Hub,114,221.41,25240.739999999998,2024-12-24,531.1072714119218,,2025-06-30
1381,PRD-00000104,Monitor 27 inch Pro,SKU-00104,Computer Hardware,WH-003,West Coast Center,18,230.15,4142.7,2024-12-24,531.1072714119218,,2025-06-30
1382,PRD-00000105,Graphics Card Entry Plus,SKU-00105,Computer Hardware,WH-001,Main Distribution Center,154,121.03,18638.62,2025-06-12,361.10727141192183,,2025-06-30
1383,PRD-00000105,Graphics Card Entry Plus,SKU-00105,Computer Hardware,WH-002,East Coast Hub,259,128.47,33273.73,2025-06-12,361.10727141192183,,2025-06-30
1384,PRD-00000107,PC Case Mid Tower HD,SKU-00107,Computer Hardware,WH-002,East Coast Hub,774,48.93,37871.82,2025-03-08,457.10727141192183,,2025-06-30
1385,PRD-00000107,PC Case Mid Tower HD,SKU-00107,Computer Hardware,WH-003,West Coast Center,181,46.8,8470.8,2025-03-08,457.10727141192183,,2025-06-30
1386,PRD-00000108,Power Supply 650W Premium,SKU-00108,Computer Hardware,WH-001,Main Distribution Center,194,54.3,10534.199999999999,2024-03-30,800.1072714119218,,2025-06-30
1387,PRD-00000108,Power Supply 650W Premium,SKU-00108,Computer Hardware,WH-003,West Coast Center,70,52.66,3686.2,2024-03-30,800.1072714119218,,2025-06-30
1388,PRD-00000109,Motherboard B550 Premium,SKU-00109,Computer Hardware,WH-002,East Coast Hub,101,123.0,12423.0,2025-06-02,371.10727141192183,,2025-06-30
1389,PRD-00000109,Motherboard B550 Premium,SKU-00109,Computer Hardware,WH-003,West Coast Center,55,120.92,6650.6,2025-06-02,371.10727141192183,,2025-06-30
1390,PRD-00000110,NVMe Cable HD,SKU-00110,Computer Hardware,WH-002,East Coast Hub,77,6.89,530.53,2025-02-13,480.10727141192183,,2025-06-30
1391,PRD-00000110,NVMe Cable HD,SKU-00110,Computer Hardware,WH-003,West Coast Center,197,6.94,1367.18,2025-02-13,480.10727141192183,,2025-06-30
1392,PRD-00000111,Drill Driver Cordless Basic,SKU-00111,Tools,WH-001,Main Distribution Center,63,80.16,5050.08,2025-04-18,416.10727141192183,,2025-06-30
1393,PRD-00000111,Drill Driver Cordless Basic,SKU-00111,Tools,WH-002,East Coast Hub,32,83.39,2668.48,2025-04-18,416.10727141192183,,2025-06-30
1394,PRD-00000111,Drill Driver Cordless Basic,SKU-00111,Tools,WH-003,West Coast Center,249,78.01,19424.49,2025-04-18,416.10727141192183,,2025-06-30
1395,PRD-00000112,Socket Set 40-Piece Basic,SKU-00112,Tools,WH-001,Main Distribution Center,145,50.0,7250.0,2024-11-23,562.1072714119218,,2025-06-30
1396,PRD-00000112,Socket Set 40-Piece Basic,SKU-00112,Tools,WH-003,West Coast Center,237,47.26,11200.619999999999,2024-11-23,562.1072714119218,,2025-06-30
1397,PRD-00000113,Measuring Tape 25ft Pro,SKU-00113,Tools,WH-001,Main Distribution Center,89,9.4,836.6,2025-04-27,407.10727141192183,,2025-06-30
1398,PRD-00000113,Measuring Tape 25ft Pro,SKU-00113,Tools,WH-003,West Coast Center,149,9.68,1442.32,2025-04-27,407.10727141192183,,2025-06-30
1399,PRD-00000114,Level 24 inch Plus,SKU-00114,Tools,WH-002,East Coast Hub,128,17.69,2264.32,2025-06-02,371.10727141192183,,2025-06-30
1400,PRD-00000115,Screwdriver Set 100pc Lite,SKU-00115,Tools,WH-002,East Coast Hub,196,30.17,5913.320000000001,2025-05-22,382.10727141192183,,2025-06-30
1401,PRD-00000115,Screwdriver Set 100pc Lite,SKU-00115,Tools,WH-003,West Coast Center,370,32.22,11921.4,2025-05-22,382.10727141192183,,2025-06-30
1402,PRD-00000116,Wrench Set Adjustable Plus,SKU-00116,Tools,WH-002,East Coast Hub,83,22.72,1885.76,2025-03-15,450.10727141192183,,2025-06-30
1403,PRD-00000116,Wrench Set Adjustable Plus,SKU-00116,Tools,WH-003,West Coast Center,272,21.47,5839.84,2025-03-15,450.10727141192183,,2025-06-30
1404,PRD-00000117,Pliers Set 5-Piece HD,SKU-00117,Tools,WH-001,Main Distribution Center,85,15.75,1338.75,2025-04-22,412.10727141192183,,2025-06-30
1405,PRD-00000117,Pliers Set 5-Piece HD,SKU-00117,Tools,WH-002,East Coast Hub,231,19.17,4428.27,2025-04-22,412.10727141192183,,2025-06-30
1406,PRD-00000118,Hammer 16oz XL,SKU-00118,Tools,WH-001,Main Distribution Center,141,11.53,1625.73,2024-08-06,671.1072714119218,,2025-06-30
1407,PRD-00000119,Tape Measure Digital Max,SKU-00119,Tools,WH-001,Main Distribution Center,109,15.62,1702.58,2025-06-21,352.10727141192183,,2025-06-30
1408,PRD-00000119,Tape Measure Digital Max,SKU-00119,Tools,WH-003,West Coast Center,58,14.61,847.38,2025-06-21,352.10727141192183,,2025-06-30
1409,PRD-00000120,Utility Knife Plus,SKU-00120,Tools,WH-001,Main Distribution Center,262,5.24,1372.88,2025-05-12,392.10727141192183,,2025-06-30
1410,PRD-00000120,Utility Knife Plus,SKU-00120,Tools,WH-002,East Coast Hub,123,5.28,649.44,2025-05-12,392.10727141192183,,2025-06-30
1411,PRD-00000120,Utility Knife Plus,SKU-00120,Tools,WH-003,West Coast Center,363,5.2,1887.6000000000001,2025-05-12,392.10727141192183,,2025-06-30
1412,PRD-00000121,USB-C Cable Plus,SKU-00121,Electronics,WH-002,East Coast Hub,153,6.43,983.79,2025-06-13,360.10727141192183,,2025-06-30
1413,PRD-00000121,USB-C Cable Plus,SKU-00121,Electronics,WH-003,West Coast Center,242,6.73,1628.66,2025-06-13,360.10727141192183,,2025-06-30
1414,PRD-00000122,HDMI Cable 6ft Pro,SKU-00122,Electronics,WH-001,Main Distribution Center,200,6.33,1266.0,2025-06-09,364.10727141192183,,2025-06-30
1415,PRD-00000122,HDMI Cable 6ft Pro,SKU-00122,Electronics,WH-003,West Coast Center,170,5.95,1011.5,2025-06-09,364.10727141192183,,2025-06-30
1416,PRD-00000123,Wireless Mouse HD,SKU-00123,Electronics,WH-001,Main Distribution Center,75,14.03,1052.25,2025-03-27,438.10727141192183,,2025-06-30
1417,PRD-00000123,Wireless Mouse HD,SKU-00123,Electronics,WH-002,East Coast Hub,215,14.27,3068.0499999999997,2025-03-27,438.10727141192183,,2025-06-30
1418,PRD-00000124,Bluetooth Keyboard Premium,SKU-00124,Electronics,WH-001,Main Distribution Center,42,29.52,1239.84,2025-05-01,403.10727141192183,,2025-06-30
1419,PRD-00000124,Bluetooth Keyboard Premium,SKU-00124,Electronics,WH-002,East Coast Hub,598,31.49,18831.02,2025-05-01,403.10727141192183,,2025-06-30
1420,PRD-00000125,Webcam HD Basic,SKU-00125,Electronics,WH-001,Main Distribution Center,10,50.97,509.7,2025-04-30,404.10727141192183,,2025-06-30
1421,PRD-00000125,Webcam HD Basic,SKU-00125,Electronics,WH-002,East Coast Hub,109,55.72,6073.48,2025-04-30,404.10727141192183,,2025-06-30
1422,PRD-00000126,USB Hub 7-Port XL,SKU-00126,Electronics,WH-001,Main Distribution Center,272,19.65,5344.799999999999,2025-03-15,450.10727141192183,,2025-06-30
1423,PRD-00000126,USB Hub 7-Port XL,SKU-00126,Electronics,WH-003,West Coast Center,426,20.42,8698.92,2025-03-15,450.10727141192183,,2025-06-30
1424,PRD-00000127,Ethernet Switch 8-Port Basic,SKU-00127,Electronics,WH-001,Main Distribution Center,38,51.92,1972.96,2025-03-18,447.10727141192183,,2025-06-30
1425,PRD-00000127,Ethernet Switch 8-Port Basic,SKU-00127,Electronics,WH-002,East Coast Hub,338,48.66,16447.079999999998,2025-03-18,447.10727141192183,,2025-06-30
1426,PRD-00000128,Power Strip 6-Outlet Premium,SKU-00128,Electronics,WH-001,Main Distribution Center,94,10.82,1017.08,2025-06-05,368.10727141192183,,2025-06-30
1427,PRD-00000128,Power Strip 6-Outlet Premium,SKU-00128,Electronics,WH-002,East Coast Hub,452,10.44,4718.88,2025-06-05,368.10727141192183,,2025-06-30
1428,PRD-00000128,Power Strip 6-Outlet Premium,SKU-00128,Electronics,WH-003,West Coast Center,266,11.27,2997.8199999999997,2025-06-05,368.10727141192183,,2025-06-30
1429,PRD-00000129,Surge Protector Premium,SKU-00129,Electronics,WH-001,Main Distribution Center,482,16.47,7938.539999999999,2025-05-27,377.10727141192183,,2025-06-30
1430,PRD-00000129,Surge Protector Premium,SKU-00129,Electronics,WH-002,East Coast Hub,41,15.68,642.88,2025-05-27,377.10727141192183,,2025-06-30
1431,PRD-00000129,Surge Protector Premium,SKU-00129,Electronics,WH-003,West Coast Center,203,15.7,3187.1,2025-05-27,377.10727141192183,,2025-06-30
1432,PRD-00000130,Laptop Stand Max,SKU-00130,Electronics,WH-001,Main Distribution Center,181,23.09,4179.29,2025-05-24,380.10727141192183,,2025-06-30
1433,PRD-00000131,A4 Paper Ream Pro,SKU-00131,Office Supplies,WH-001,Main Distribution Center,420,4.85,2036.9999999999998,2025-06-03,370.10727141192183,,2025-06-30
1434,PRD-00000131,A4 Paper Ream Pro,SKU-00131,Office Supplies,WH-002,East Coast Hub,324,4.86,1574.64,2025-06-03,370.10727141192183,,2025-06-30
1435,PRD-00000131,A4 Paper Ream Pro,SKU-00131,Office Supplies,WH-003,West Coast Center,491,4.85,2381.35,2025-06-03,370.10727141192183,,2025-06-30
1436,PRD-00000132,Ballpoint Pens 12-Pack Pro,SKU-00132,Office Supplies,WH-001,Main Distribution Center,153,3.84,587.52,2025-04-10,424.10727141192183,,2025-06-30
1437,PRD-00000132,Ballpoint Pens 12-Pack Pro,SKU-00132,Office Supplies,WH-003,West Coast Center,164,3.66,600.24,2025-04-10,424.10727141192183,,2025-06-30
1438,PRD-00000133,Sticky Notes 3x3 Pro,SKU-00133,Office Supplies,WH-001,Main Distribution Center,32,2.77,88.64,2025-03-08,457.10727141192183,,2025-06-30
1439,PRD-00000133,Sticky Notes 3x3 Pro,SKU-00133,Office Supplies,WH-003,West Coast Center,223,2.42,539.66,2025-03-08,457.10727141192183,,2025-06-30
1440,PRD-00000134,File Folders 100-Pack Premium,SKU-00134,Office Supplies,WH-001,Main Distribution Center,346,7.57,2619.2200000000003,2025-05-28,376.10727141192183,,2025-06-30
1441,PRD-00000134,File Folders 100-Pack Premium,SKU-00134,Office Supplies,WH-003,West Coast Center,82,7.62,624.84,2025-05-28,376.10727141192183,,2025-06-30
1442,PRD-00000135,Stapler Heavy Duty XL,SKU-00135,Office Supplies,WH-002,East Coast Hub,193,13.47,2599.71,2025-02-11,482.10727141192183,,2025-06-30
1443,PRD-00000135,Stapler Heavy Duty XL,SKU-00135,Office Supplies,WH-003,West Coast Center,234,12.21,2857.1400000000003,2025-02-11,482.10727141192183,,2025-06-30
1444,PRD-00000136,Paper Clips Box Plus,SKU-00136,Office Supplies,WH-001,Main Distribution Center,374,1.86,695.64,2025-06-22,351.10727141192183,,2025-06-30
1445,PRD-00000136,Paper Clips Box Plus,SKU-00136,Office Supplies,WH-003,West Coast Center,189,1.74,328.86,2025-06-22,351.10727141192183,,2025-06-30
1446,PRD-00000137,Binder Clips Assorted Plus,SKU-00137,Office Supplies,WH-002,East Coast Hub,415,2.55,1058.25,2025-06-01,372.10727141192183,,2025-06-30
1447,PRD-00000137,Binder Clips Assorted Plus,SKU-00137,Office Supplies,WH-003,West Coast Center,168,2.42,406.56,2025-06-01,372.10727141192183,,2025-06-30
1448,PRD-00000138,Desk Organizer HD,SKU-00138,Office Supplies,WH-002,East Coast Hub,232,12.15,2818.8,2025-03-07,458.10727141192183,,2025-06-30
1449,PRD-00000138,Desk Organizer HD,SKU-00138,Office Supplies,WH-003,West Coast Center,23,10.55,242.65,2025-03-07,458.10727141192183,,2025-06-30
1450,PRD-00000139,Whiteboard 24x36 HD,SKU-00139,Office Supplies,WH-001,Main Distribution Center,211,32.7,6899.700000000001,2025-06-16,357.10727141192183,,2025-06-30
1451,PRD-00000139,Whiteboard 24x36 HD,SKU-00139,Office Supplies,WH-002,East Coast Hub,58,31.0,1798.0,2025-06-16,357.10727141192183,,2025-06-30
1452,PRD-00000139,Whiteboard 24x36 HD,SKU-00139,Office Supplies,WH-003,West Coast Center,117,29.18,3414.06,2025-06-16,357.10727141192183,,2025-06-30
1453,PRD-00000140,Dry Erase Markers Pro,SKU-00140,Office Supplies,WH-001,Main Distribution Center,169,5.12,865.28,2025-03-12,453.10727141192183,,2025-06-30
1454,PRD-00000140,Dry Erase Markers Pro,SKU-00140,Office Supplies,WH-002,East Coast Hub,17,5.49,93.33,2025-03-12,453.10727141192183,,2025-06-30
1455,PRD-00000140,Dry Erase Markers Pro,SKU-00140,Office Supplies,WH-003,West Coast Center,532,5.54,2947.28,2025-03-12,453.10727141192183,,2025-06-30
1456,PRD-00000141,SSD 500GB Basic,SKU-00141,Computer Hardware,WH-002,East Coast Hub,354,55.4,19611.6,2025-04-02,432.10727141192183,,2025-06-30
1457,PRD-00000141,SSD 500GB Basic,SKU-00141,Computer Hardware,WH-003,West Coast Center,227,56.43,12809.61,2025-04-02,432.10727141192183,,2025-06-30
1458,PRD-00000142,RAM 16GB DDR4 Lite,SKU-00142,Computer Hardware,WH-001,Main Distribution Center,203,48.23,9790.689999999999,2024-12-20,535.1072714119218,,2025-06-30
1459,PRD-00000143,Mechanical Keyboard HD,SKU-00143,Computer Hardware,WH-001,Main Distribution Center,48,82.56,3962.88,2025-06-18,355.10727141192183,,2025-06-30
1460,PRD-00000143,Mechanical Keyboard HD,SKU-00143,Computer Hardware,WH-002,East Coast Hub,53,74.25,3935.25,2025-06-18,355.10727141192183,,2025-06-30
1461,PRD-00000143,Mechanical Keyboard HD,SKU-00143,Computer Hardware,WH-003,West Coast Center,95,87.93,8353.35,2025-06-18,355.10727141192183,,2025-06-30
1462,PRD-00000144,Monitor 27 inch Lite,SKU-00144,Computer Hardware,WH-001,Main Distribution Center,44,199.51,8778.439999999999,2025-05-10,394.10727141192183,,2025-06-30
1463,PRD-00000144,Monitor 27 inch Lite,SKU-00144,Computer Hardware,WH-003,West Coast Center,58,189.04,10964.32,2025-05-10,394.10727141192183,,2025-06-30
1464,PRD-00000145,Graphics Card Entry Basic,SKU-00145,Computer Hardware,WH-001,Main Distribution Center,401,112.69,45188.69,2025-04-18,416.10727141192183,,2025-06-30
1465,PRD-00000146,CPU Cooler Max,SKU-00146,Computer Hardware,WH-001,Main Distribution Center,219,30.55,6690.45,2025-01-13,511.10727141192183,,2025-06-30
1466,PRD-00000146,CPU Cooler Max,SKU-00146,Computer Hardware,WH-002,East Coast Hub,484,26.34,12748.56,2025-01-13,511.10727141192183,,2025-06-30
1467,PRD-00000146,CPU Cooler Max,SKU-00146,Computer Hardware,WH-003,West Coast Center,105,27.16,2851.8,2025-01-13,511.10727141192183,,2025-06-30
1468,PRD-00000147,PC Case Mid Tower Plus,SKU-00147,Computer Hardware,WH-001,Main Distribution Center,180,40.56,7300.8,2025-06-06,367.10727141192183,,2025-06-30
1469,PRD-00000147,PC Case Mid Tower Plus,SKU-00147,Computer Hardware,WH-002,East Coast Hub,269,36.93,9934.17,2025-06-06,367.10727141192183,,2025-06-30
1470,PRD-00000147,PC Case Mid Tower Plus,SKU-00147,Computer Hardware,WH-003,West Coast Center,253,41.15,10410.949999999999,2025-06-06,367.10727141192183,,2025-06-30
1471,PRD-00000148,Power Supply 650W Plus,SKU-00148,Computer Hardware,WH-002,East Coast Hub,176,45.75,8052.0,2025-05-31,373.10727141192183,,2025-06-30
1472,PRD-00000149,Motherboard B550 HD,SKU-00149,Computer Hardware,WH-001,Main Distribution Center,36,110.26,3969.36,2025-06-01,372.10727141192183,,2025-06-30
1473,PRD-00000149,Motherboard B550 HD,SKU-00149,Computer Hardware,WH-002,East Coast Hub,350,109.23,38230.5,2025-06-01,372.10727141192183,,2025-06-30
1474,PRD-00000149,Motherboard B550 HD,SKU-00149,Computer Hardware,WH-003,West Coast Center,208,109.05,22682.399999999998,2025-06-01,372.10727141192183,,2025-06-30
1475,PRD-00000150,NVMe Cable XL,SKU-00150,Computer Hardware,WH-001,Main Distribution Center,165,9.32,1537.8,2025-01-21,503.10727141192183,,2025-06-30
1476,PRD-00000150,NVMe Cable XL,SKU-00150,Computer Hardware,WH-002,East Coast Hub,142,8.32,1181.44,2025-01-21,503.10727141192183,,2025-06-30
1477,PRD-00000150,NVMe Cable XL,SKU-00150,Computer Hardware,WH-003,West Coast Center,366,8.75,3202.5,2025-01-21,503.10727141192183,,2025-06-30
1478,PRD-00000151,Drill Driver Cordless Plus,SKU-00151,Tools,WH-001,Main Distribution Center,188,103.13,19388.44,2025-05-26,378.10727141192183,,2025-06-30
1479,PRD-00000151,Drill Driver Cordless Plus,SKU-00151,Tools,WH-003,West Coast Center,313,103.93,32530.090000000004,2025-05-26,378.10727141192183,,2025-06-30
